file	kind	fields
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_i8_pair3.log	hnsw_stats	knn_profile_bench: hnsw_stats builds=1 build_failures=0 hits=41 misses=1 fallbacks=0 entries=1 f16_residency_fallbacks=0 i8_residency_fallbacks=0
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_i8_pair3.log	resident_precision	knn_profile_bench: resident_precision requested=i8 search_engine_kind=hnsw(m=16,ef_construction=100,ef_search=64,full_scan_ratio=1/10,resident=i8,sparse_visited_max=0,acorn_max_visible_ratio=none)
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_i8_pair3.log	stage	stage(S0_hot_sql_e2e): rows=25000 median=0.426ms ns_per_row=17.0
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_i8_pair3.log	raw	raw(S0_hot_sql_e2e): samples_ms=[0.429745, 0.412522, 0.413742, 0.42797100000000005, 0.412986, 0.428356, 0.41123899999999997, 0.43785599999999997, 0.49521099999999996, 0.434793, 0.429741, 0.415668, 0.426838, 0.41231999999999996, 0.433052, 0.413536, 0.415664, 0.42448600000000003, 0.41079499999999997, 0.427684]
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_i8_pair3.log	stage	stage(S0prime_count_star): rows=25000 median=0.054ms ns_per_row=2.2
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_i8_pair3.log	raw	raw(S0prime_count_star): samples_ms=[0.053811, 0.053807999999999995, 0.053759, 0.053859, 0.053799, 0.053742, 0.053724, 0.053696999999999995, 0.053713, 0.056292, 0.054847, 0.053833, 0.057893, 0.055537, 0.053815, 0.053795, 0.053739999999999996, 0.053686, 0.053717, 0.053722]
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_i8_pair4.log	kernel_isa	knn_profile_bench: kernel_isa dot=Avx2Fma f16=F16c i8=Avx2Widen
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_i8_pair4.log	index_warm_ms	knn_profile_bench: index_warm_ms=419.974
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_i8_pair4.log	hnsw_stats	knn_profile_bench: hnsw_stats builds=1 build_failures=0 hits=41 misses=1 fallbacks=0 entries=1 f16_residency_fallbacks=0 i8_residency_fallbacks=0
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_i8_pair4.log	resident_precision	knn_profile_bench: resident_precision requested=i8 search_engine_kind=hnsw(m=16,ef_construction=100,ef_search=64,full_scan_ratio=1/10,resident=i8,sparse_visited_max=0,acorn_max_visible_ratio=none)
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_i8_pair4.log	stage	stage(S0_hot_sql_e2e): rows=25000 median=0.424ms ns_per_row=16.9
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_i8_pair4.log	raw	raw(S0_hot_sql_e2e): samples_ms=[0.43128, 0.41758799999999996, 0.433995, 0.41638800000000004, 0.428014, 0.425657, 0.41790099999999997, 0.430396, 0.417653, 0.433462, 0.417829, 0.41995, 0.430665, 0.42163900000000004, 0.43307300000000004, 0.416807, 0.432832, 0.415836, 0.419168, 0.430497]
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_i8_pair4.log	stage	stage(S0prime_count_star): rows=25000 median=0.054ms ns_per_row=2.2
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_i8_pair4.log	raw	raw(S0prime_count_star): samples_ms=[0.053863, 0.053883, 0.053857, 0.053922000000000005, 0.053828, 0.053816, 0.053812, 0.056443, 0.054908, 0.053874, 0.058419, 0.055477, 0.053862, 0.054029, 0.053857, 0.053803, 0.053785, 0.053829, 0.053865, 0.053878]
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_i8_pair5.log	kernel_isa	knn_profile_bench: kernel_isa dot=Avx2Fma f16=F16c i8=Avx2Widen
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_i8_pair5.log	index_warm_ms	knn_profile_bench: index_warm_ms=427.608
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_i8_pair5.log	hnsw_stats	knn_profile_bench: hnsw_stats builds=1 build_failures=0 hits=41 misses=1 fallbacks=0 entries=1 f16_residency_fallbacks=0 i8_residency_fallbacks=0
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_i8_pair5.log	resident_precision	knn_profile_bench: resident_precision requested=i8 search_engine_kind=hnsw(m=16,ef_construction=100,ef_search=64,full_scan_ratio=1/10,resident=i8,sparse_visited_max=0,acorn_max_visible_ratio=none)
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_i8_pair5.log	stage	stage(S0_hot_sql_e2e): rows=25000 median=0.434ms ns_per_row=17.4
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_i8_pair5.log	raw	raw(S0_hot_sql_e2e): samples_ms=[0.43483299999999997, 0.429959, 0.438119, 0.43288499999999996, 0.440803, 0.42583299999999996, 0.446502, 0.42757500000000004, 0.43790700000000005, 0.43486199999999997, 0.431844, 0.442702, 0.42628400000000005, 0.44227500000000003, 0.42293000000000003, 0.440509, 0.426089, 0.42645900000000003, 0.439794, 0.42464599999999997]
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_i8_pair5.log	stage	stage(S0prime_count_star): rows=25000 median=0.054ms ns_per_row=2.2
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_i8_pair5.log	raw	raw(S0prime_count_star): samples_ms=[0.053835, 0.053949000000000004, 0.053813999999999994, 0.053766, 0.053733, 0.053713, 0.05369, 0.053707, 0.053711, 0.053704, 0.053865, 0.05636, 0.054998, 0.053796, 0.058133, 0.055501999999999996, 0.053807999999999995, 0.053737, 0.053805, 0.053813999999999994]
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_pair1.log	kernel_isa	knn_profile_bench: kernel_isa dot=Avx2Fma f16=F16c i8=Avx2Widen
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_pair1.log	index_warm_ms	knn_profile_bench: index_warm_ms=394.519
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_pair1.log	hnsw_stats	knn_profile_bench: hnsw_stats builds=1 build_failures=0 hits=41 misses=1 fallbacks=0 entries=1 f16_residency_fallbacks=0 i8_residency_fallbacks=0
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_pair1.log	resident_precision	knn_profile_bench: resident_precision requested=f32 search_engine_kind=hnsw(m=16,ef_construction=100,ef_search=64,full_scan_ratio=1/10,resident=f32,sparse_visited_max=0,acorn_max_visible_ratio=none)
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_pair1.log	stage	stage(S0_hot_sql_e2e): rows=25000 median=0.427ms ns_per_row=17.1
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_pair1.log	raw	raw(S0_hot_sql_e2e): samples_ms=[0.42457999999999996, 0.43928100000000003, 0.424224, 0.448127, 0.423392, 0.42705, 0.434244, 0.422717, 0.43766999999999995, 0.42395900000000003, 0.439751, 0.422857, 0.43790700000000005, 0.435255, 0.425329, 0.433234, 0.42159599999999997, 0.433734, 0.423655, 0.42664599999999997]
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_pair1.log	stage	stage(S0prime_count_star): rows=25000 median=0.054ms ns_per_row=2.2
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_pair1.log	raw	raw(S0prime_count_star): samples_ms=[0.053872, 0.053863999999999995, 0.053791, 0.053785, 0.053912, 0.053734, 0.053797, 0.053695, 0.053722, 0.053654, 0.053711999999999996, 0.053718999999999996, 0.053724999999999995, 0.057083999999999996, 0.054949, 0.053871, 0.059758, 0.055941, 0.053789000000000003, 0.053779999999999994]
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_pair2.log	kernel_isa	knn_profile_bench: kernel_isa dot=Avx2Fma f16=F16c i8=Avx2Widen
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_pair2.log	index_warm_ms	knn_profile_bench: index_warm_ms=395.182
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_pair2.log	hnsw_stats	knn_profile_bench: hnsw_stats builds=1 build_failures=0 hits=41 misses=1 fallbacks=0 entries=1 f16_residency_fallbacks=0 i8_residency_fallbacks=0
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_pair2.log	resident_precision	knn_profile_bench: resident_precision requested=f32 search_engine_kind=hnsw(m=16,ef_construction=100,ef_search=64,full_scan_ratio=1/10,resident=f32,sparse_visited_max=0,acorn_max_visible_ratio=none)
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_pair2.log	stage	stage(S0_hot_sql_e2e): rows=25000 median=0.456ms ns_per_row=18.2
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_pair2.log	raw	raw(S0_hot_sql_e2e): samples_ms=[0.45326900000000003, 0.452476, 0.464165, 0.453216, 0.46142500000000003, 0.449826, 0.466666, 0.452201, 0.464917, 0.45206199999999996, 0.463437, 0.44990800000000003, 0.46233199999999997, 0.453192, 0.45835, 0.45883799999999997, 0.45393799999999995, 0.46011599999999997, 0.44902400000000003, 0.462147]
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_pair2.log	stage	stage(S0prime_count_star): rows=25000 median=0.054ms ns_per_row=2.2
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_pair2.log	raw	raw(S0prime_count_star): samples_ms=[0.053769, 0.053742, 0.053835999999999995, 0.053702, 0.057768, 0.054837, 0.053759, 0.058101, 0.05541, 0.053777, 0.053779999999999994, 0.053749000000000005, 0.053726, 0.053878999999999996, 0.053736, 0.053727000000000004, 0.053749000000000005, 0.053751, 0.053770000000000005, 0.053729]
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_pair3.log	kernel_isa	knn_profile_bench: kernel_isa dot=Avx2Fma f16=F16c i8=Avx2Widen
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_pair3.log	index_warm_ms	knn_profile_bench: index_warm_ms=393.889
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_pair3.log	hnsw_stats	knn_profile_bench: hnsw_stats builds=1 build_failures=0 hits=41 misses=1 fallbacks=0 entries=1 f16_residency_fallbacks=0 i8_residency_fallbacks=0
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_pair3.log	resident_precision	knn_profile_bench: resident_precision requested=f32 search_engine_kind=hnsw(m=16,ef_construction=100,ef_search=64,full_scan_ratio=1/10,resident=f32,sparse_visited_max=0,acorn_max_visible_ratio=none)
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_pair3.log	stage	stage(S0_hot_sql_e2e): rows=25000 median=0.431ms ns_per_row=17.2
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_pair3.log	raw	raw(S0_hot_sql_e2e): samples_ms=[0.43256700000000003, 0.430953, 0.437608, 0.429047, 0.437927, 0.42807, 0.44394999999999996, 0.42518, 0.42998400000000003, 0.439589, 0.428524, 0.44246800000000003, 0.428659, 0.439751, 0.426642, 0.430041, 0.438861, 0.430386, 0.44005500000000003, 0.428591]
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_pair3.log	stage	stage(S0prime_count_star): rows=25000 median=0.054ms ns_per_row=2.2
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_pair3.log	raw	raw(S0prime_count_star): samples_ms=[0.056926, 0.054877999999999996, 0.053844, 0.058189000000000005, 0.055591999999999996, 0.053811, 0.053841, 0.053764, 0.053774999999999996, 0.053741, 0.053752, 0.05366, 0.053764, 0.05384, 0.053687000000000006, 0.053678, 0.053804000000000005, 0.053711, 0.056038000000000004, 0.054802000000000003]
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_pair4.log	kernel_isa	knn_profile_bench: kernel_isa dot=Avx2Fma f16=F16c i8=Avx2Widen
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_pair4.log	index_warm_ms	knn_profile_bench: index_warm_ms=395.293
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_pair4.log	hnsw_stats	knn_profile_bench: hnsw_stats builds=1 build_failures=0 hits=41 misses=1 fallbacks=0 entries=1 f16_residency_fallbacks=0 i8_residency_fallbacks=0
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_pair4.log	resident_precision	knn_profile_bench: resident_precision requested=f32 search_engine_kind=hnsw(m=16,ef_construction=100,ef_search=64,full_scan_ratio=1/10,resident=f32,sparse_visited_max=0,acorn_max_visible_ratio=none)
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_pair4.log	stage	stage(S0_hot_sql_e2e): rows=25000 median=0.431ms ns_per_row=17.2
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_pair4.log	raw	raw(S0_hot_sql_e2e): samples_ms=[0.444988, 0.427434, 0.430541, 0.439321, 0.431138, 0.439293, 0.42905200000000004, 0.43962999999999997, 0.426233, 0.436866, 0.43099099999999996, 0.42976800000000004, 0.439173, 0.427929, 0.439025, 0.427376, 0.437803, 0.428482, 0.42982, 0.43678100000000003]
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_pair4.log	stage	stage(S0prime_count_star): rows=25000 median=0.054ms ns_per_row=2.2
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_pair4.log	raw	raw(S0prime_count_star): samples_ms=[0.053796, 0.053724, 0.053659000000000005, 0.053668999999999994, 0.053766, 0.053720000000000004, 0.056276, 0.054898999999999996, 0.053829, 0.05833, 0.055348, 0.053863999999999995, 0.053813999999999994, 0.053861, 0.053767999999999996, 0.053743, 0.053688, 0.05368, 0.053715000000000006, 0.053711]
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_pair5.log	kernel_isa	knn_profile_bench: kernel_isa dot=Avx2Fma f16=F16c i8=Avx2Widen
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_pair5.log	index_warm_ms	knn_profile_bench: index_warm_ms=399.391
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_pair5.log	hnsw_stats	knn_profile_bench: hnsw_stats builds=1 build_failures=0 hits=41 misses=1 fallbacks=0 entries=1 f16_residency_fallbacks=0 i8_residency_fallbacks=0
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_pair5.log	resident_precision	knn_profile_bench: resident_precision requested=f32 search_engine_kind=hnsw(m=16,ef_construction=100,ef_search=64,full_scan_ratio=1/10,resident=f32,sparse_visited_max=0,acorn_max_visible_ratio=none)
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_pair5.log	stage	stage(S0_hot_sql_e2e): rows=25000 median=0.434ms ns_per_row=17.3
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_pair5.log	raw	raw(S0_hot_sql_e2e): samples_ms=[0.470947, 0.6037720000000001, 0.446281, 0.427657, 0.439011, 0.426799, 0.43973500000000004, 0.43109600000000003, 0.428838, 0.437457, 0.42579, 0.437942, 0.428441, 0.439901, 0.427177, 0.429578, 0.436266, 0.427711, 0.44005, 0.426178]
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_pair5.log	stage	stage(S0prime_count_star): rows=25000 median=0.054ms ns_per_row=2.2
target/bench-knn-precision-resident/20260907T190235Z/hot_scale1_dim128_hnsw_pair5.log	raw	raw(S0prime_count_star): samples_ms=[0.053801, 0.056433, 0.054859, 0.053748000000000004, 0.053878, 0.058226999999999994, 0.055355, 0.053773, 0.053728, 0.055493, 0.054175999999999995, 0.053756, 0.053699000000000004, 0.053942, 0.055376, 0.055711000000000004, 0.055637000000000006, 0.054207, 0.055279999999999996, 0.054158]
target/bench-knn-precision-resident/20260907T190235Z/mem_scale1_dim128_hnsw_f16_rep1.log	kernel_isa	knn_profile_bench: kernel_isa dot=Avx2Fma f16=F16c i8=Avx2Widen
target/bench-knn-precision-resident/20260907T190235Z/mem_scale1_dim128_hnsw_f16_rep1.log	index_memory	knn_profile_bench: index_memory rows=25000 dim=128 requested=f16 effective=f16 approx_heap_bytes=10826056 vm_rss_kb_before=15752 vm_rss_kb_after=33596 vm_rss_delta_kb=17844 vm_hwm_kb=53436
target/bench-knn-precision-resident/20260907T190235Z/mem_scale1_dim128_hnsw_f16_rep2.log	kernel_isa	knn_profile_bench: kernel_isa dot=Avx2Fma f16=F16c i8=Avx2Widen
target/bench-knn-precision-resident/20260907T190235Z/mem_scale1_dim128_hnsw_f16_rep2.log	index_memory	knn_profile_bench: index_memory rows=25000 dim=128 requested=f16 effective=f16 approx_heap_bytes=10826056 vm_rss_kb_before=15680 vm_rss_kb_after=33560 vm_rss_delta_kb=17880 vm_hwm_kb=53676
target/bench-knn-precision-resident/20260907T190235Z/mem_scale1_dim128_hnsw_i8_rep1.log	kernel_isa	knn_profile_bench: kernel_isa dot=Avx2Fma f16=F16c i8=Avx2Widen
target/bench-knn-precision-resident/20260907T190235Z/mem_scale1_dim128_hnsw_i8_rep1.log	index_memory	knn_profile_bench: index_memory rows=25000 dim=128 requested=i8 effective=i8 approx_heap_bytes=7726568 vm_rss_kb_before=15716 vm_rss_kb_after=30424 vm_rss_delta_kb=14708 vm_hwm_kb=47312
target/bench-knn-precision-resident/20260907T190235Z/mem_scale1_dim128_hnsw_i8_rep2.log	kernel_isa	knn_profile_bench: kernel_isa dot=Avx2Fma f16=F16c i8=Avx2Widen
target/bench-knn-precision-resident/20260907T190235Z/mem_scale1_dim128_hnsw_i8_rep2.log	index_memory	knn_profile_bench: index_memory rows=25000 dim=128 requested=i8 effective=i8 approx_heap_bytes=7726568 vm_rss_kb_before=15744 vm_rss_kb_after=30428 vm_rss_delta_kb=14684 vm_hwm_kb=47364
target/bench-knn-precision-resident/20260907T190235Z/mem_scale1_dim128_hnsw_rep1.log	kernel_isa	knn_profile_bench: kernel_isa dot=Avx2Fma f16=F16c i8=Avx2Widen
target/bench-knn-precision-resident/20260907T190235Z/mem_scale1_dim128_hnsw_rep1.log	index_memory	knn_profile_bench: index_memory rows=25000 dim=128 requested=f32 effective=f32 approx_heap_bytes=17226056 vm_rss_kb_before=15672 vm_rss_kb_after=39584 vm_rss_delta_kb=23912 vm_hwm_kb=40524
target/bench-knn-precision-resident/20260907T190235Z/mem_scale1_dim128_hnsw_rep2.log	kernel_isa	knn_profile_bench: kernel_isa dot=Avx2Fma f16=F16c i8=Avx2Widen
target/bench-knn-precision-resident/20260907T190235Z/mem_scale1_dim128_hnsw_rep2.log	index_memory	knn_profile_bench: index_memory rows=25000 dim=128 requested=f32 effective=f32 approx_heap_bytes=17226056 vm_rss_kb_before=15660 vm_rss_kb_after=39876 vm_rss_delta_kb=24216 vm_hwm_kb=41280
